"BehaviorSpace results (NetLogo 6.2.0)"
"Sugarscape 2 Constant Growback.nlogo"
"experiment"
"02/21/2021 18:10:12:279 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","visualization","initial-population","[step]","count turtles","mean-of-vision","mean-of-metabolism","mean [metabolism] of turtles","mean [vision] of turtles","(count turtles) / (initial-population)","(count good_vision_turtles) / (initial-population)","(count good_metabolism_turtles) / (initial-population)","(count bad_vision_turtles) / (initial-population)","(count bad_metabolism_turtles) / (initial-population)"
"246","no-visualization","340","100","215","3.5617647058823527","2.4676470588235295","1.8651162790697675","3.7627906976744185","0.6323529411764706","0.36176470588235293","0.4676470588235294","0.27058823529411763","0.16470588235294117"
"242","no-visualization","340","100","210","3.538235294117647","2.429411764705882","1.8285714285714285","3.9047619047619047","0.6176470588235294","0.3764705882352941","0.45588235294117646","0.2411764705882353","0.16176470588235295"
"247","no-visualization","340","100","201","3.611764705882353","2.4911764705882353","1.8706467661691542","3.9651741293532337","0.5911764705882353","0.3735294117647059","0.4470588235294118","0.21764705882352942","0.14411764705882352"
"248","no-visualization","340","100","198","3.5088235294117647","2.4911764705882353","1.9646464646464648","3.8585858585858586","0.5823529411764706","0.3411764705882353","0.39705882352941174","0.2411764705882353","0.18529411764705883"
"249","no-visualization","340","100","204","3.6029411764705883","2.5470588235294116","1.9019607843137254","3.696078431372549","0.6","0.3323529411764706","0.43823529411764706","0.2676470588235294","0.16176470588235295"
"252","no-visualization","340","100","205","3.447058823529412","2.4529411764705884","1.7853658536585366","3.7463414634146344","0.6029411764705882","0.3411764705882353","0.4647058823529412","0.26176470588235295","0.13823529411764707"
"251","no-visualization","340","100","201","3.5617647058823527","2.5352941176470587","1.8208955223880596","3.771144278606965","0.5911764705882353","0.35294117647058826","0.4441176470588235","0.23823529411764705","0.14705882352941177"
"250","no-visualization","340","100","215","3.473529411764706","2.429411764705882","1.813953488372093","3.7069767441860466","0.6323529411764706","0.34411764705882353","0.4852941176470588","0.28823529411764703","0.14705882352941177"
"253","no-visualization","340","100","204","3.514705882352941","2.5088235294117647","1.9019607843137254","3.8284313725490198","0.6","0.3411764705882353","0.4264705882352941","0.25882352941176473","0.17352941176470588"
"255","no-visualization","340","100","181","3.4970588235294118","2.6735294117647057","1.9337016574585635","3.8287292817679557","0.5323529411764706","0.3176470588235294","0.3735294117647059","0.21470588235294116","0.1588235294117647"
"254","no-visualization","340","100","196","3.4","2.5794117647058825","1.9081632653061225","3.510204081632653","0.5764705882352941","0.2823529411764706","0.42058823529411765","0.29411764705882354","0.15588235294117647"
"256","no-visualization","340","100","211","3.414705882352941","2.4058823529411764","1.8341232227488151","3.691943127962085","0.6205882352941177","0.3176470588235294","0.47352941176470587","0.3029411764705882","0.14705882352941177"
"258","no-visualization","340","100","204","3.6705882352941175","2.4941176470588236","1.8431372549019607","4.03921568627451","0.6","0.36764705882352944","0.4411764705882353","0.2323529411764706","0.1588235294117647"
"257","no-visualization","340","100","221","3.7029411764705884","2.5058823529411764","1.9230769230769231","3.9411764705882355","0.65","0.38235294117647056","0.47352941176470587","0.2676470588235294","0.17647058823529413"
"260","no-visualization","340","100","218","3.5205882352941176","2.3970588235294117","1.8623853211009174","3.7844036697247705","0.6411764705882353","0.36470588235294116","0.47058823529411764","0.27647058823529413","0.17058823529411765"
"259","no-visualization","340","100","220","3.5676470588235296","2.3970588235294117","1.8227272727272728","3.6363636363636362","0.6470588235294118","0.35294117647058826","0.5117647058823529","0.29411764705882354","0.13529411764705881"
"262","no-visualization","360","100","207","3.408333333333333","2.536111111111111","1.855072463768116","3.7004830917874396","0.575","0.2972222222222222","0.4166666666666667","0.2777777777777778","0.15833333333333333"
"261","no-visualization","360","100","225","3.4722222222222223","2.511111111111111","1.9422222222222223","3.631111111111111","0.625","0.3277777777777778","0.4666666666666667","0.2972222222222222","0.15833333333333333"
"264","no-visualization","360","100","210","3.4694444444444446","2.4611111111111112","1.8238095238095238","3.7285714285714286","0.5833333333333334","0.33611111111111114","0.4361111111111111","0.24722222222222223","0.14722222222222223"
"263","no-visualization","360","100","210","3.408333333333333","2.5027777777777778","1.8238095238095238","3.8380952380952382","0.5833333333333334","0.3333333333333333","0.425","0.25","0.15833333333333333"
"265","no-visualization","360","100","219","3.4722222222222223","2.4694444444444446","1.904109589041096","3.8036529680365296","0.6083333333333333","0.3416666666666667","0.4361111111111111","0.26666666666666666","0.17222222222222222"
"266","no-visualization","360","100","216","3.5277777777777777","2.5194444444444444","1.8611111111111112","3.7777777777777777","0.6","0.3416666666666667","0.44166666666666665","0.25833333333333336","0.15833333333333333"
"267","no-visualization","360","100","223","3.3944444444444444","2.477777777777778","1.8026905829596414","3.6771300448430493","0.6194444444444445","0.3388888888888889","0.48333333333333334","0.28055555555555556","0.1361111111111111"
"269","no-visualization","360","100","207","3.4305555555555554","2.511111111111111","1.8357487922705313","3.743961352657005","0.575","0.3277777777777778","0.4388888888888889","0.24722222222222223","0.1361111111111111"
"268","no-visualization","360","100","220","3.488888888888889","2.477777777777778","1.8772727272727272","3.709090909090909","0.6111111111111112","0.3277777777777778","0.4527777777777778","0.2833333333333333","0.15833333333333333"
"270","no-visualization","360","100","213","3.5194444444444444","2.5083333333333333","1.8685446009389672","3.7934272300469485","0.5916666666666667","0.3388888888888889","0.44166666666666665","0.25277777777777777","0.15"
"271","no-visualization","360","100","221","3.4916666666666667","2.463888888888889","1.8868778280542986","3.7828054298642533","0.6138888888888889","0.3527777777777778","0.45","0.2611111111111111","0.1638888888888889"
"273","no-visualization","360","100","204","3.3583333333333334","2.536111111111111","1.8480392156862746","3.6519607843137254","0.5666666666666667","0.3055555555555556","0.42777777777777776","0.2611111111111111","0.1388888888888889"
"272","no-visualization","360","100","233","3.6694444444444443","2.486111111111111","1.8798283261802575","3.871244635193133","0.6472222222222223","0.37222222222222223","0.475","0.275","0.17222222222222222"
"274","no-visualization","360","100","219","3.436111111111111","2.466666666666667","1.8675799086757991","3.6484018264840183","0.6083333333333333","0.3416666666666667","0.4388888888888889","0.26666666666666666","0.16944444444444445"
"276","no-visualization","360","100","213","3.5388888888888888","2.5388888888888888","1.9295774647887325","3.868544600938967","0.5916666666666667","0.3611111111111111","0.41388888888888886","0.23055555555555557","0.17777777777777778"
"275","no-visualization","360","100","217","3.466666666666667","2.4944444444444445","1.8525345622119815","3.751152073732719","0.6027777777777777","0.3333333333333333","0.4444444444444444","0.26944444444444443","0.15833333333333333"
"277","no-visualization","360","100","207","3.3805555555555555","2.5027777777777778","1.8647342995169083","3.570048309178744","0.575","0.2972222222222222","0.43333333333333335","0.2777777777777778","0.14166666666666666"
"278","no-visualization","360","100","200","3.375","2.5416666666666665","1.865","3.815","0.5555555555555556","0.3194444444444444","0.42777777777777776","0.2361111111111111","0.12777777777777777"
"279","no-visualization","360","100","216","3.452777777777778","2.4722222222222223","1.9305555555555556","3.824074074074074","0.6","0.36944444444444446","0.41944444444444445","0.23055555555555557","0.18055555555555555"
"280","no-visualization","360","100","211","3.463888888888889","2.4972222222222222","1.867298578199052","3.824644549763033","0.5861111111111111","0.3194444444444444","0.43333333333333335","0.26666666666666666","0.1527777777777778"
"282","no-visualization","380","100","222","3.539473684210526","2.544736842105263","1.8918918918918919","3.8018018018018016","0.5842105263157895","0.3447368421052632","0.4368421052631579","0.2394736842105263","0.14736842105263157"
"283","no-visualization","380","100","236","3.4842105263157896","2.431578947368421","1.8347457627118644","3.809322033898305","0.6210526315789474","0.35526315789473684","0.4605263157894737","0.2657894736842105","0.16052631578947368"
"281","no-visualization","380","100","221","3.4842105263157896","2.55","1.8778280542986425","3.746606334841629","0.5815789473684211","0.34210526315789475","0.43157894736842106","0.2394736842105263","0.15"
"284","no-visualization","380","100","220","3.444736842105263","2.513157894736842","1.8545454545454545","3.7954545454545454","0.5789473684210527","0.3447368421052632","0.4473684210526316","0.23421052631578948","0.13157894736842105"
"285","no-visualization","380","100","241","3.4789473684210526","2.3789473684210525","1.7717842323651452","3.8423236514522823","0.6342105263157894","0.3763157894736842","0.4842105263157895","0.2578947368421053","0.15"
"286","no-visualization","380","100","218","3.610526315789474","2.5789473684210527","1.8990825688073394","4","0.5736842105263158","0.3736842105263158","0.41842105263157897","0.2","0.15526315789473685"
"287","no-visualization","380","100","224","3.5473684210526315","2.544736842105263","1.8616071428571428","3.857142857142857","0.5894736842105263","0.33421052631578946","0.4263157894736842","0.25526315789473686","0.1631578947368421"
"288","no-visualization","380","100","240","3.444736842105263","2.4473684210526314","1.8583333333333334","3.6875","0.631578947368421","0.35789473684210527","0.45263157894736844","0.2736842105263158","0.17894736842105263"
"290","no-visualization","380","100","227","3.4973684210526317","2.528947368421053","1.933920704845815","3.845814977973568","0.5973684210526315","0.3605263157894737","0.4131578947368421","0.23684210526315788","0.18421052631578946"
"289","no-visualization","380","100","237","3.5842105263157893","2.389473684210526","1.839662447257384","3.839662447257384","0.6236842105263158","0.3605263157894737","0.4763157894736842","0.2631578947368421","0.14736842105263157"
"292","no-visualization","380","100","228","3.444736842105263","2.5605263157894735","1.9649122807017543","3.745614035087719","0.6","0.34210526315789475","0.43157894736842106","0.2578947368421053","0.16842105263157894"
"293","no-visualization","380","100","226","3.5657894736842106","2.481578947368421","1.8495575221238938","3.8716814159292037","0.5947368421052631","0.3526315789473684","0.4342105263157895","0.24210526315789474","0.16052631578947368"
"291","no-visualization","380","100","218","3.4789473684210526","2.544736842105263","1.9128440366972477","3.8073394495412844","0.5736842105263158","0.33157894736842103","0.4052631578947368","0.24210526315789474","0.16842105263157894"
"294","no-visualization","380","100","230","3.513157894736842","2.463157894736842","1.8608695652173912","3.717391304347826","0.6052631578947368","0.3447368421052632","0.45526315789473687","0.26052631578947366","0.15"
"296","no-visualization","380","100","233","3.5736842105263156","2.481578947368421","1.8369098712446352","3.8240343347639487","0.6131578947368421","0.3473684210526316","0.4710526315789474","0.2657894736842105","0.14210526315789473"
"295","no-visualization","380","100","236","3.539473684210526","2.4973684210526317","1.9152542372881356","3.9322033898305087","0.6210526315789474","0.38421052631578945","0.45526315789473687","0.23684210526315788","0.16578947368421051"
"297","no-visualization","380","100","223","3.5078947368421054","2.4894736842105263","1.8789237668161436","3.7847533632286994","0.5868421052631579","0.3394736842105263","0.4263157894736842","0.24736842105263157","0.16052631578947368"
"299","no-visualization","380","100","237","3.5921052631578947","2.3947368421052633","1.8059071729957805","3.7932489451476794","0.6236842105263158","0.3447368421052632","0.4842105263157895","0.2789473684210526","0.1394736842105263"
"298","no-visualization","380","100","250","3.418421052631579","2.357894736842105","1.856","3.704","0.6578947368421053","0.37105263157894736","0.49736842105263157","0.2868421052631579","0.16052631578947368"
"300","no-visualization","380","100","232","3.539473684210526","2.5236842105263158","1.896551724137931","3.793103448275862","0.6105263157894737","0.3526315789473684","0.4473684210526316","0.2578947368421053","0.1631578947368421"
"302","no-visualization","400","100","231","3.585","2.5275","1.9177489177489178","3.987012987012987","0.5775","0.3775","0.4025","0.2","0.175"
"301","no-visualization","400","100","235","3.6","2.5325","1.897872340425532","3.9404255319148938","0.5875","0.3625","0.4375","0.225","0.15"
"303","no-visualization","400","100","234","3.51","2.555","1.9102564102564104","3.8333333333333335","0.585","0.3475","0.4275","0.2375","0.1575"
"304","no-visualization","400","100","226","3.5225","2.575","1.9115044247787611","3.8761061946902653","0.565","0.3325","0.41","0.2325","0.155"
"305","no-visualization","400","100","226","3.6675","2.555","1.8539823008849559","3.8451327433628317","0.565","0.3325","0.4","0.2325","0.165"
"307","no-visualization","400","100","244","3.5225","2.43","1.8155737704918034","3.831967213114754","0.61","0.3525","0.4675","0.2575","0.1425"
"306","no-visualization","400","100","247","3.5575","2.5","1.8704453441295548","3.7651821862348176","0.6175","0.3475","0.46","0.27","0.1575"
"308","no-visualization","400","100","241","3.4475","2.535","1.838174273858921","3.7344398340248963","0.6025","0.335","0.4625","0.2675","0.14"
"309","no-visualization","400","100","229","3.425","2.58","1.8602620087336244","3.7205240174672487","0.5725","0.3125","0.415","0.26","0.1575"
"310","no-visualization","400","100","234","3.4125","2.5225","1.829059829059829","3.6367521367521367","0.585","0.295","0.46","0.29","0.125"
"311","no-visualization","400","100","223","3.5025","2.555","1.8385650224215246","3.8609865470852016","0.5575","0.3475","0.4225","0.21","0.135"
"313","no-visualization","400","100","247","3.49","2.4225","1.8178137651821862","3.736842105263158","0.6175","0.3575","0.49","0.26","0.1275"
"312","no-visualization","400","100","250","3.4875","2.42","1.776","3.7","0.625","0.3575","0.5075","0.2675","0.1175"
"315","no-visualization","400","100","237","3.4725","2.5125","1.8481012658227849","3.738396624472574","0.5925","0.34","0.445","0.2525","0.1475"
"314","no-visualization","400","100","236","3.4725","2.55","1.8601694915254237","3.830508474576271","0.59","0.35","0.44","0.24","0.15"
"316","no-visualization","400","100","238","3.4075","2.4225","1.7941176470588236","3.735294117647059","0.595","0.35","0.465","0.245","0.13"
"317","no-visualization","400","100","237","3.6","2.5125","1.8481012658227849","3.780590717299578","0.5925","0.3425","0.4275","0.25","0.165"
"319","no-visualization","400","100","217","3.39","2.5525","1.7972350230414746","3.6820276497695854","0.5425","0.28","0.4375","0.2625","0.105"
"318","no-visualization","400","100","228","3.3525","2.58","1.9298245614035088","3.6140350877192984","0.57","0.31","0.4125","0.26","0.1575"
"320","no-visualization","400","100","230","3.555","2.565","1.9130434782608696","3.9130434782608696","0.575","0.345","0.405","0.23","0.17"
"321","no-visualization","420","100","245","3.454761904761905","2.469047619047619","1.7959183673469388","3.759183673469388","0.5833333333333334","0.319047619047619","0.46190476190476193","0.2642857142857143","0.12142857142857143"
"322","no-visualization","420","100","253","3.5404761904761903","2.442857142857143","1.8181818181818181","3.8735177865612647","0.6023809523809524","0.35","0.46904761904761905","0.2523809523809524","0.13333333333333333"
"323","no-visualization","420","100","259","3.626190476190476","2.461904761904762","1.8571428571428572","3.918918918918919","0.6166666666666667","0.3738095238095238","0.46904761904761905","0.24285714285714285","0.14761904761904762"
"325","no-visualization","420","100","251","3.5404761904761903","2.4642857142857144","1.7888446215139442","3.800796812749004","0.5976190476190476","0.3523809523809524","0.45714285714285713","0.24523809523809523","0.14047619047619048"
"324","no-visualization","420","100","241","3.530952380952381","2.473809523809524","1.7925311203319503","3.908713692946058","0.5738095238095238","0.3380952380952381","0.44285714285714284","0.2357142857142857","0.13095238095238096"
"326","no-visualization","420","100","239","3.488095238095238","2.533333333333333","1.8577405857740585","3.8242677824267783","0.569047619047619","0.33095238095238094","0.42857142857142855","0.23809523809523808","0.14047619047619048"
"327","no-visualization","420","100","238","3.4904761904761905","2.5547619047619046","1.8949579831932772","3.7563025210084033","0.5666666666666667","0.319047619047619","0.4142857142857143","0.24761904761904763","0.1523809523809524"
"328","no-visualization","420","100","250","3.7","2.5285714285714285","1.904","3.936","0.5952380952380952","0.3523809523809524","0.43333333333333335","0.24285714285714285","0.1619047619047619"
"329","no-visualization","420","100","257","3.4857142857142858","2.4357142857142855","1.8171206225680934","3.7315175097276265","0.611904761904762","0.3357142857142857","0.45476190476190476","0.2761904761904762","0.15714285714285714"
"330","no-visualization","420","100","256","3.3904761904761904","2.492857142857143","1.8828125","3.609375","0.6095238095238096","0.319047619047619","0.45","0.2904761904761905","0.1595238095238095"
"332","no-visualization","420","100","242","3.7023809523809526","2.5214285714285714","1.871900826446281","4.099173553719008","0.5761904761904761","0.37857142857142856","0.4119047619047619","0.1976190476190476","0.16428571428571428"
"333","no-visualization","420","100","255","3.373809523809524","2.388095238095238","1.768627450980392","3.768627450980392","0.6071428571428571","0.3404761904761905","0.4785714285714286","0.26666666666666666","0.12857142857142856"
"331","no-visualization","420","100","253","3.6285714285714286","2.4833333333333334","1.826086956521739","3.924901185770751","0.6023809523809524","0.3619047619047619","0.45714285714285713","0.24047619047619048","0.14523809523809525"
"334","no-visualization","420","100","239","3.6595238095238094","2.585714285714286","1.8368200836820083","3.8661087866108788","0.569047619047619","0.34285714285714286","0.4261904761904762","0.2261904761904762","0.14285714285714285"
"336","no-visualization","420","100","238","3.3404761904761906","2.5428571428571427","1.8697478991596639","3.672268907563025","0.5666666666666667","0.3119047619047619","0.430952380952381","0.25476190476190474","0.1357142857142857"
"335","no-visualization","420","100","243","3.538095238095238","2.4571428571428573","1.7695473251028806","3.909465020576132","0.5785714285714286","0.3523809523809524","0.4714285714285714","0.2261904761904762","0.10714285714285714"
"337","no-visualization","420","100","240","3.6666666666666665","2.5166666666666666","1.8916666666666666","4.0375","0.5714285714285714","0.3523809523809524","0.41904761904761906","0.21904761904761905","0.1523809523809524"
"338","no-visualization","420","100","264","3.469047619047619","2.3523809523809525","1.7083333333333333","3.6893939393939394","0.6285714285714286","0.3357142857142857","0.5","0.29285714285714287","0.12857142857142856"
"339","no-visualization","420","100","248","3.5619047619047617","2.533333333333333","1.903225806451613","3.9475806451612905","0.5904761904761905","0.3619047619047619","0.4238095238095238","0.22857142857142856","0.16666666666666666"
"340","no-visualization","420","100","238","3.4761904761904763","2.526190476190476","1.903361344537815","3.96218487394958","0.5666666666666667","0.3476190476190476","0.4357142857142857","0.21904761904761905","0.13095238095238096"
"341","no-visualization","440","100","250","3.5272727272727273","2.525","1.9","3.816","0.5681818181818182","0.3386363636363636","0.4113636363636364","0.22954545454545455","0.15681818181818183"
"342","no-visualization","440","100","251","3.659090909090909","2.5977272727272727","1.9920318725099602","4.075697211155378","0.5704545454545454","0.37727272727272726","0.375","0.19318181818181818","0.19545454545454546"
"343","no-visualization","440","100","256","3.565909090909091","2.5022727272727274","1.8203125","3.828125","0.5818181818181818","0.33636363636363636","0.45681818181818185","0.24545454545454545","0.125"
"344","no-visualization","440","100","246","3.5568181818181817","2.5022727272727274","1.8130081300813008","3.869918699186992","0.5590909090909091","0.3340909090909091","0.42045454545454547","0.225","0.13863636363636364"
"345","no-visualization","440","100","247","3.5","2.547727272727273","1.7935222672064777","3.8421052631578947","0.5613636363636364","0.3181818181818182","0.425","0.2431818181818182","0.13636363636363635"
"347","no-visualization","440","100","239","3.356818181818182","2.4613636363636364","1.707112970711297","3.7698744769874475","0.5431818181818182","0.32045454545454544","0.44545454545454544","0.22272727272727272","0.09772727272727273"
"346","no-visualization","440","100","255","3.381818181818182","2.5","1.9254901960784314","3.7294117647058824","0.5795454545454546","0.33636363636363636","0.4318181818181818","0.2431818181818182","0.14772727272727273"
"348","no-visualization","440","100","262","3.5","2.4363636363636365","1.7671755725190839","3.763358778625954","0.5954545454545455","0.3431818181818182","0.4636363636363636","0.25227272727272726","0.1318181818181818"
"349","no-visualization","440","100","258","3.4318181818181817","2.409090909090909","1.7868217054263567","3.686046511627907","0.5863636363636363","0.31136363636363634","0.45454545454545453","0.275","0.1318181818181818"
"350","no-visualization","440","100","267","3.731818181818182","2.3886363636363637","1.7265917602996255","4.048689138576779","0.6068181818181818","0.3977272727272727","0.49318181818181817","0.20909090909090908","0.11363636363636363"
"351","no-visualization","440","100","271","3.5022727272727274","2.3659090909090907","1.7269372693726937","3.7416974169741697","0.615909090909091","0.3477272727272727","0.5181818181818182","0.2681818181818182","0.09772727272727273"
"353","no-visualization","440","100","250","3.4022727272727273","2.5204545454545455","1.84","3.736","0.5681818181818182","0.30227272727272725","0.42727272727272725","0.26590909090909093","0.1409090909090909"
"352","no-visualization","440","100","244","3.5386363636363636","2.463636363636364","1.75","3.80327868852459","0.5545454545454546","0.325","0.45681818181818185","0.22954545454545455","0.09772727272727273"
"354","no-visualization","440","100","262","3.565909090909091","2.465909090909091","1.8053435114503817","3.8969465648854964","0.5954545454545455","0.35909090909090907","0.43636363636363634","0.23636363636363636","0.1590909090909091"
"355","no-visualization","440","100","250","3.6136363636363638","2.5136363636363637","1.844","3.896","0.5681818181818182","0.3477272727272727","0.42954545454545456","0.22045454545454546","0.13863636363636364"
"356","no-visualization","440","100","258","3.325","2.45","1.802325581395349","3.5426356589147288","0.5863636363636363","0.29772727272727273","0.47045454545454546","0.28863636363636364","0.1159090909090909"
"357","no-visualization","440","100","257","3.4363636363636365","2.5113636363636362","1.8404669260700388","3.7042801556420235","0.5840909090909091","0.3090909090909091","0.4340909090909091","0.275","0.15"
"358","no-visualization","440","100","257","3.522727272727273","2.540909090909091","1.8365758754863812","3.7042801556420235","0.5840909090909091","0.3181818181818182","0.42727272727272725","0.26590909090909093","0.15681818181818183"
"359","no-visualization","440","100","251","3.5454545454545454","2.452272727272727","1.7848605577689243","3.7888446215139444","0.5704545454545454","0.3181818181818182","0.45227272727272727","0.25227272727272726","0.11818181818181818"
"360","no-visualization","440","100","271","3.4363636363636365","2.393181818181818","1.7453874538745386","3.7490774907749076","0.615909090909091","0.3522727272727273","0.49772727272727274","0.2636363636363636","0.11818181818181818"
"362","no-visualization","460","100","261","3.5","2.4565217391304346","1.7318007662835249","3.8697318007662833","0.5673913043478261","0.33695652173913043","0.46304347826086956","0.23043478260869565","0.10434782608695652"
"363","no-visualization","460","100","261","3.532608695652174","2.476086956521739","1.7969348659003832","3.8812260536398466","0.5673913043478261","0.3391304347826087","0.45217391304347826","0.22826086956521738","0.11521739130434783"
"361","no-visualization","460","100","264","3.4434782608695653","2.508695652173913","1.8825757575757576","3.9393939393939394","0.5739130434782609","0.34782608695652173","0.4369565217391304","0.22608695652173913","0.13695652173913042"
"364","no-visualization","460","100","260","3.4391304347826086","2.497826086956522","1.7846153846153847","3.673076923076923","0.5652173913043478","0.30434782608695654","0.4391304347826087","0.2608695652173913","0.12608695652173912"
"365","no-visualization","460","100","256","3.371739130434783","2.510869565217391","1.8046875","3.54296875","0.5565217391304348","0.2782608695652174","0.44130434782608696","0.2782608695652174","0.11521739130434783"
"366","no-visualization","460","100","269","3.2630434782608697","2.382608695652174","1.7397769516728625","3.6951672862453533","0.5847826086956521","0.3217391304347826","0.47391304347826085","0.26304347826086955","0.1108695652173913"
"367","no-visualization","460","100","268","3.5282608695652176","2.473913043478261","1.791044776119403","3.9813432835820897","0.5826086956521739","0.3565217391304348","0.45217391304347826","0.22608695652173913","0.13043478260869565"
"369","no-visualization","460","100","258","3.5217391304347827","2.5391304347826087","1.8527131782945736","3.895348837209302","0.5608695652173913","0.3347826086956522","0.4543478260869565","0.22608695652173913","0.10652173913043478"
"368","no-visualization","460","100","263","3.626086956521739","2.473913043478261","1.7566539923954372","3.9809885931558937","0.5717391304347826","0.358695652173913","0.44130434782608696","0.21304347826086956","0.13043478260869565"
"370","no-visualization","460","100","259","3.4695652173913043","2.5369565217391306","1.837837837837838","3.841698841698842","0.5630434782608695","0.3347826086956522","0.4260869565217391","0.22826086956521738","0.13695652173913042"
"373","no-visualization","460","100","272","3.4347826086956523","2.4260869565217393","1.7683823529411764","3.639705882352941","0.591304347826087","0.3130434782608696","0.48043478260869565","0.2782608695652174","0.1108695652173913"
"374","no-visualization","460","100","260","3.6956521739130435","2.508695652173913","1.8","4.069230769230769","0.5652173913043478","0.36086956521739133","0.43478260869565216","0.20434782608695654","0.13043478260869565"
"372","no-visualization","460","100","268","3.591304347826087","2.4804347826086954","1.8059701492537314","3.966417910447761","0.5826086956521739","0.35","0.45869565217391306","0.2326086956521739","0.12391304347826088"
"375","no-visualization","460","100","250","3.4695652173913043","2.5304347826086957","1.824","3.804","0.5434782608695652","0.3065217391304348","0.4043478260869565","0.23695652173913043","0.1391304347826087"
"371","no-visualization","460","100","261","3.6891304347826086","2.5478260869565217","1.7701149425287357","3.9386973180076628","0.5673913043478261","0.34347826086956523","0.4391304347826087","0.22391304347826088","0.1282608695652174"
"376","no-visualization","460","100","263","3.5630434782608695","2.484782608695652","1.7984790874524714","3.9049429657794676","0.5717391304347826","0.34782608695652173","0.44565217391304346","0.22391304347826088","0.12608695652173912"
"377","no-visualization","460","100","263","3.5586956521739133","2.5304347826086957","1.870722433460076","3.817490494296578","0.5717391304347826","0.3173913043478261","0.4391304347826087","0.2543478260869565","0.13260869565217392"
"378","no-visualization","460","100","250","3.476086956521739","2.484782608695652","1.704","3.844","0.5434782608695652","0.3173913043478261","0.44565217391304346","0.22608695652173913","0.09782608695652174"
"380","no-visualization","460","100","253","3.5195652173913046","2.591304347826087","1.924901185770751","3.802371541501976","0.55","0.31956521739130433","0.3978260869565217","0.23043478260869565","0.15217391304347827"
"379","no-visualization","460","100","274","3.515217391304348","2.4260869565217393","1.72992700729927","3.846715328467153","0.5956521739130435","0.358695652173913","0.48478260869565215","0.23695652173913043","0.1108695652173913"
"381","no-visualization","480","100","266","3.4916666666666667","2.4770833333333333","1.8120300751879699","3.8646616541353382","0.5541666666666667","0.33541666666666664","0.43125","0.21875","0.12291666666666666"
"382","no-visualization","480","100","271","3.43125","2.48125","1.7601476014760147","3.7011070110701105","0.5645833333333333","0.30416666666666664","0.44166666666666665","0.2604166666666667","0.12291666666666666"
"383","no-visualization","480","100","270","3.4833333333333334","2.497916666666667","1.7962962962962963","3.7222222222222223","0.5625","0.3","0.4375","0.2625","0.125"
"384","no-visualization","480","100","262","3.435416666666667","2.5229166666666667","1.7709923664122138","3.786259541984733","0.5458333333333333","0.31666666666666665","0.43333333333333335","0.22916666666666666","0.1125"
"385","no-visualization","480","100","257","3.49375","2.56875","1.801556420233463","3.78988326848249","0.5354166666666667","0.31666666666666665","0.41875","0.21875","0.11666666666666667"
"386","no-visualization","480","100","271","3.591666666666667","2.504166666666667","1.7527675276752768","3.907749077490775","0.5645833333333333","0.34375","0.4479166666666667","0.22083333333333333","0.11666666666666667"
"387","no-visualization","480","100","275","3.51875","2.46875","1.770909090909091","3.792727272727273","0.5729166666666666","0.32083333333333336","0.47291666666666665","0.2520833333333333","0.1"
"388","no-visualization","480","100","275","3.4895833333333335","2.4770833333333333","1.8036363636363637","3.7854545454545456","0.5729166666666666","0.3458333333333333","0.45416666666666666","0.22708333333333333","0.11875"
"390","no-visualization","480","100","260","3.595833333333333","2.4916666666666667","1.7807692307692307","4.0115384615384615","0.5416666666666666","0.3229166666666667","0.42916666666666664","0.21875","0.1125"
"389","no-visualization","480","100","262","3.5770833333333334","2.4583333333333335","1.7366412213740459","3.935114503816794","0.5458333333333333","0.325","0.45416666666666666","0.22083333333333333","0.09166666666666666"
"391","no-visualization","480","100","254","3.6083333333333334","2.5416666666666665","1.7559055118110236","3.8622047244094486","0.5291666666666667","0.30625","0.42083333333333334","0.22291666666666668","0.10833333333333334"
"392","no-visualization","480","100","264","3.466666666666667","2.55625","1.8522727272727273","3.7916666666666665","0.55","0.3104166666666667","0.42916666666666664","0.23958333333333334","0.12083333333333333"
"393","no-visualization","480","100","267","3.69375","2.525","1.8913857677902621","4.086142322097379","0.55625","0.36041666666666666","0.43125","0.19583333333333333","0.125"
"395","no-visualization","480","100","275","3.5208333333333335","2.50625","1.8218181818181818","3.76","0.5729166666666666","0.31875","0.46041666666666664","0.25416666666666665","0.1125"
"394","no-visualization","480","100","267","3.55625","2.525","1.8239700374531835","3.8838951310861423","0.55625","0.30833333333333335","0.45208333333333334","0.24791666666666667","0.10416666666666667"
"397","no-visualization","480","100","253","3.4833333333333334","2.5520833333333335","1.8695652173913044","3.8260869565217392","0.5270833333333333","0.3145833333333333","0.4041666666666667","0.2125","0.12291666666666666"
"396","no-visualization","480","100","275","3.4229166666666666","2.5125","1.8618181818181818","3.84","0.5729166666666666","0.32916666666666666","0.44166666666666665","0.24375","0.13125"
"398","no-visualization","480","100","264","3.408333333333333","2.4895833333333335","1.821969696969697","3.8636363636363638","0.55","0.3458333333333333","0.4270833333333333","0.20416666666666666","0.12291666666666666"
"400","no-visualization","480","100","271","3.43125","2.5625","1.8154981549815499","3.6346863468634685","0.5645833333333333","0.30625","0.425","0.25833333333333336","0.13958333333333334"
