"BehaviorSpace results (NetLogo 6.2.0)"
"Sugarscape 1 Immediate Growback.nlogo"
"experiment"
"02/21/2021 18:07:35:693 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","visualization","initial-population","[step]","count turtles","mean-of-vision","mean-of-metabolism","mean [metabolism] of turtles","mean [vision] of turtles","(count turtles) / (initial-population)","(count good_vision_turtles) / (initial-population)","(count good_metabolism_turtles) / (initial-population)","(count bad_vision_turtles) / (initial-population)","(count bad_metabolism_turtles) / (initial-population)"
"34","no-visualization","760","100","460","3.4342105263157894","2.4934210526315788","2.002173913043478","3.6891304347826086","0.6052631578947368","0.31973684210526315","0.4342105263157895","0.2855263157894737","0.17105263157894737"
"35","no-visualization","780","100","501","3.6487179487179486","2.4641025641025642","1.966067864271457","3.8802395209580838","0.6423076923076924","0.3923076923076923","0.45256410256410257","0.25","0.18974358974358974"
"36","no-visualization","800","100","501","3.54375","2.4775","1.9461077844311376","3.7245508982035926","0.62625","0.3425","0.4575","0.28375","0.16875"
"37","no-visualization","820","100","484","3.4378048780487807","2.4695121951219514","1.890495867768595","3.6363636363636362","0.5902439024390244","0.31585365853658537","0.44146341463414634","0.27439024390243905","0.14878048780487804"
"38","no-visualization","840","100","494","3.4630952380952382","2.441666666666667","1.8866396761133604","3.714574898785425","0.5880952380952381","0.3333333333333333","0.44642857142857145","0.25476190476190474","0.14166666666666666"
"39","no-visualization","860","100","524","3.5453488372093025","2.519767441860465","2.0057251908396947","3.8339694656488548","0.6093023255813953","0.3581395348837209","0.43488372093023253","0.25116279069767444","0.1744186046511628"
"40","no-visualization","880","100","530","3.578409090909091","2.5375","2.0150943396226415","3.790566037735849","0.6022727272727273","0.36477272727272725","0.425","0.2375","0.17727272727272728"
"47","no-visualization","100","100","64","3.59","2.56","2.0625","4.015625","0.64","0.38","0.46","0.26","0.18"
"41","no-visualization","900","100","533","3.5388888888888888","2.5355555555555553","2.00375234521576","3.774859287054409","0.5922222222222222","0.33444444444444443","0.41444444444444445","0.2577777777777778","0.17777777777777778"
"42","no-visualization","920","100","559","3.409782608695652","2.4597826086956522","1.9105545617173525","3.6028622540250446","0.6076086956521739","0.32717391304347826","0.45","0.28043478260869564","0.15760869565217392"
"48","no-visualization","120","100","70","3.4583333333333335","2.4166666666666665","1.9142857142857144","3.657142857142857","0.5833333333333334","0.325","0.43333333333333335","0.25833333333333336","0.15"
"49","no-visualization","140","100","90","3.507142857142857","2.4714285714285715","2","3.7777777777777777","0.6428571428571429","0.38571428571428573","0.45","0.2571428571428571","0.19285714285714287"
"50","no-visualization","160","100","105","3.76875","2.625","2.219047619047619","4.142857142857143","0.65625","0.44375","0.4","0.2125","0.25625"
"43","no-visualization","940","100","564","3.601063829787234","2.5340425531914894","1.9592198581560283","3.778368794326241","0.6","0.3478723404255319","0.4351063829787234","0.2521276595744681","0.16489361702127658"
"44","no-visualization","960","100","579","3.5302083333333334","2.4770833333333333","1.9602763385146804","3.778929188255613","0.603125","0.3541666666666667","0.43854166666666666","0.24895833333333334","0.16458333333333333"
"51","no-visualization","180","100","112","3.588888888888889","2.5444444444444443","1.9375","3.6339285714285716","0.6222222222222222","0.34444444444444444","0.46111111111111114","0.2777777777777778","0.16111111111111112"
"52","no-visualization","200","100","123","3.46","2.555","2.105691056910569","3.6666666666666665","0.615","0.33","0.4","0.285","0.215"
"53","no-visualization","220","100","141","3.5681818181818183","2.390909090909091","1.8865248226950355","3.8652482269503547","0.6409090909090909","0.38636363636363635","0.4818181818181818","0.2545454545454545","0.1590909090909091"
"45","no-visualization","980","100","594","3.5642857142857145","2.4948979591836733","1.9494949494949494","3.7457912457912457","0.6061224489795919","0.3448979591836735","0.4316326530612245","0.2612244897959184","0.17448979591836736"
"46","no-visualization","1000","100","605","3.475","2.465","1.8727272727272728","3.7041322314049587","0.605","0.333","0.457","0.272","0.148"
"54","no-visualization","240","100","153","3.5625","2.470833333333333","1.9477124183006536","3.9215686274509802","0.6375","0.37916666666666665","0.4791666666666667","0.25833333333333336","0.15833333333333333"
"55","no-visualization","260","100","182","3.5","2.3653846153846154","1.956043956043956","3.6483516483516483","0.7","0.38461538461538464","0.5076923076923077","0.3153846153846154","0.19230769230769232"
"56","no-visualization","280","100","188","3.6535714285714285","2.5428571428571427","2.132978723404255","3.984042553191489","0.6714285714285714","0.4142857142857143","0.45","0.2571428571428571","0.22142857142857142"
"57","no-visualization","300","100","188","3.4566666666666666","2.4966666666666666","2.026595744680851","3.9202127659574466","0.6266666666666667","0.38333333333333336","0.43","0.24333333333333335","0.19666666666666666"
"58","no-visualization","320","100","210","3.340625","2.4875","2.0619047619047617","3.6619047619047618","0.65625","0.346875","0.446875","0.309375","0.209375"
"59","no-visualization","340","100","219","3.5352941176470587","2.4235294117647057","1.9863013698630136","3.7168949771689497","0.6441176470588236","0.37941176470588234","0.4676470588235294","0.2647058823529412","0.17647058823529413"
"60","no-visualization","360","100","217","3.3472222222222223","2.5166666666666666","2.046082949308756","3.5023041474654377","0.6027777777777777","0.3","0.4305555555555556","0.30277777777777776","0.17222222222222222"
"61","no-visualization","380","100","256","3.360526315789474","2.344736842105263","1.94140625","3.671875","0.6736842105263158","0.36578947368421055","0.4921052631578947","0.3078947368421053","0.18157894736842106"
"62","no-visualization","400","100","258","3.5325","2.4625","1.9689922480620154","3.7713178294573644","0.645","0.36","0.47","0.285","0.175"
"63","no-visualization","420","100","282","3.5619047619047617","2.4380952380952383","2.017730496453901","3.8120567375886525","0.6714285714285714","0.39285714285714285","0.4595238095238095","0.2785714285714286","0.2119047619047619"
"64","no-visualization","440","100","283","3.643181818181818","2.415909090909091","1.9858657243816253","3.9752650176678443","0.6431818181818182","0.41818181818181815","0.4636363636363636","0.225","0.17954545454545454"
"65","no-visualization","460","100","305","3.4478260869565216","2.393478260869565","1.9409836065573771","3.685245901639344","0.6630434782608695","0.3652173913043478","0.4608695652173913","0.29782608695652174","0.20217391304347826"
"66","no-visualization","480","100","284","3.38125","2.564583333333333","2.0246478873239435","3.609154929577465","0.5916666666666667","0.3104166666666667","0.41041666666666665","0.28125","0.18125"
"67","no-visualization","500","100","324","3.486","2.466","1.9907407407407407","3.712962962962963","0.648","0.356","0.458","0.292","0.19"
"68","no-visualization","520","100","299","3.4442307692307694","2.5711538461538463","2.0133779264214047","3.7725752508361206","0.575","0.3326923076923077","0.3923076923076923","0.2423076923076923","0.18269230769230768"
"69","no-visualization","540","100","333","3.5185185185185186","2.522222222222222","2","3.798798798798799","0.6166666666666667","0.3537037037037037","0.43703703703703706","0.26296296296296295","0.17962962962962964"
"70","no-visualization","560","100","353","3.4660714285714285","2.4589285714285714","1.9915014164305949","3.7110481586402266","0.6303571428571428","0.34464285714285714","0.4392857142857143","0.2857142857142857","0.19107142857142856"
"71","no-visualization","580","100","351","3.268965517241379","2.4931034482758623","1.9743589743589745","3.532763532763533","0.6051724137931035","0.3137931034482759","0.43103448275862066","0.2913793103448276","0.17413793103448275"
"72","no-visualization","600","100","372","3.5433333333333334","2.4966666666666666","2","3.8521505376344085","0.62","0.35833333333333334","0.42833333333333334","0.26166666666666666","0.19166666666666668"
"73","no-visualization","620","100","383","3.57741935483871","2.52258064516129","2.0548302872062663","3.8694516971279374","0.617741935483871","0.3532258064516129","0.4129032258064516","0.2645161290322581","0.20483870967741935"
"74","no-visualization","640","100","381","3.4484375","2.55625","1.9868766404199476","3.7244094488188977","0.5953125","0.3375","0.41875","0.2578125","0.1765625"
"75","no-visualization","660","100","419","3.507575757575758","2.4803030303030305","2.0047732696897373","3.6825775656324584","0.6348484848484849","0.3409090909090909","0.44393939393939397","0.29393939393939394","0.19090909090909092"
"76","no-visualization","680","100","414","3.5588235294117645","2.5470588235294116","2.026570048309179","3.789855072463768","0.6088235294117647","0.3514705882352941","0.4176470588235294","0.25735294117647056","0.19117647058823528"
"77","no-visualization","700","100","423","3.5614285714285714","2.4957142857142856","1.950354609929078","3.813238770685579","0.6042857142857143","0.3385714285714286","0.43857142857142856","0.26571428571428574","0.1657142857142857"
"78","no-visualization","720","100","460","3.5069444444444446","2.4402777777777778","1.9869565217391305","3.717391304347826","0.6388888888888888","0.3472222222222222","0.46111111111111114","0.2916666666666667","0.17777777777777778"
"79","no-visualization","740","100","447","3.5635135135135134","2.55","2.046979865771812","3.829977628635347","0.6040540540540541","0.35405405405405405","0.42162162162162165","0.25","0.18243243243243243"
"80","no-visualization","760","100","474","3.4407894736842106","2.4276315789473686","1.9430379746835442","3.651898734177215","0.6236842105263158","0.33289473684210524","0.45657894736842103","0.29078947368421054","0.16710526315789473"
"81","no-visualization","780","100","477","3.4410256410256412","2.528205128205128","2.0146750524109014","3.620545073375262","0.6115384615384616","0.3153846153846154","0.4256410256410256","0.29615384615384616","0.1858974358974359"
"82","no-visualization","800","100","491","3.455","2.51375","2.0285132382892055","3.708757637474542","0.61375","0.34","0.42625","0.27375","0.1875"
"83","no-visualization","820","100","493","3.425609756097561","2.4878048780487805","1.971602434077079","3.5963488843813387","0.6012195121951219","0.32439024390243903","0.42804878048780487","0.27682926829268295","0.17317073170731706"
"84","no-visualization","840","100","515","3.367857142857143","2.4857142857142858","1.970873786407767","3.6349514563106795","0.6130952380952381","0.3345238095238095","0.4488095238095238","0.2785714285714286","0.16428571428571428"
"85","no-visualization","860","100","520","3.525581395348837","2.5093023255813955","2.003846153846154","3.751923076923077","0.6046511627906976","0.3395348837209302","0.4186046511627907","0.2651162790697674","0.18604651162790697"
"86","no-visualization","880","100","523","3.5375","2.5125","1.9617590822179731","3.8221797323135753","0.5943181818181819","0.3443181818181818","0.4329545454545455","0.25","0.16136363636363638"
"88","no-visualization","920","100","566","3.5739130434782607","2.5380434782608696","2.0247349823321557","3.715547703180212","0.6152173913043478","0.33695652173913043","0.42717391304347824","0.2782608695652174","0.18804347826086956"
"93","no-visualization","100","100","66","3.59","2.39","1.9090909090909092","3.6818181818181817","0.66","0.35","0.47","0.31","0.19"
"87","no-visualization","900","100","548","3.55","2.502222222222222","1.9726277372262773","3.7846715328467155","0.6088888888888889","0.34555555555555556","0.44","0.2633333333333333","0.1688888888888889"
"94","no-visualization","120","100","79","3.441666666666667","2.441666666666667","1.8987341772151898","3.6962025316455698","0.6583333333333333","0.35","0.5083333333333333","0.30833333333333335","0.15"
"95","no-visualization","140","100","86","3.65","2.6714285714285713","2.1511627906976742","3.744186046511628","0.6142857142857143","0.35714285714285715","0.39285714285714285","0.2571428571428571","0.22142857142857142"
"89","no-visualization","940","100","567","3.5074468085106383","2.442553191489362","1.8924162257495591","3.800705467372134","0.6031914893617021","0.34893617021276596","0.4425531914893617","0.2542553191489362","0.16063829787234044"
"96","no-visualization","160","100","111","3.53125","2.41875","2.045045045045045","3.6666666666666665","0.69375","0.40625","0.45","0.2875","0.24375"
"97","no-visualization","180","100","122","3.4833333333333334","2.45","1.9754098360655739","3.5163934426229506","0.6777777777777778","0.35555555555555557","0.4777777777777778","0.32222222222222224","0.2"
"98","no-visualization","200","100","139","3.68","2.42","1.9568345323741008","3.949640287769784","0.695","0.415","0.51","0.28","0.185"
"90","no-visualization","960","100","577","3.4541666666666666","2.5010416666666666","1.9601386481802425","3.703639514731369","0.6010416666666667","0.346875","0.43854166666666666","0.25416666666666665","0.1625"
"99","no-visualization","220","100","128","3.5272727272727273","2.6545454545454548","2.1015625","3.734375","0.5818181818181818","0.32272727272727275","0.37272727272727274","0.2590909090909091","0.20909090909090908"
"91","no-visualization","980","100","613","3.509183673469388","2.5010204081632654","1.9575856443719413","3.7177814029363785","0.6255102040816326","0.3469387755102041","0.45102040816326533","0.2785714285714286","0.17448979591836736"
"100","no-visualization","240","100","152","3.575","2.466666666666667","1.980263157894737","3.8092105263157894","0.6333333333333333","0.37083333333333335","0.4708333333333333","0.2625","0.1625"
"101","no-visualization","260","100","168","3.5961538461538463","2.5076923076923077","1.9821428571428572","3.892857142857143","0.6461538461538462","0.4076923076923077","0.46153846153846156","0.23846153846153847","0.18461538461538463"
"102","no-visualization","280","100","184","3.6535714285714285","2.407142857142857","1.9782608695652173","3.880434782608696","0.6571428571428571","0.4035714285714286","0.46785714285714286","0.25357142857142856","0.18928571428571428"
"103","no-visualization","300","100","192","3.61","2.52","2.03125","3.8958333333333335","0.64","0.37666666666666665","0.44333333333333336","0.2633333333333333","0.19666666666666666"
"104","no-visualization","320","100","193","3.43125","2.44375","1.9585492227979275","3.8031088082901556","0.603125","0.334375","0.41875","0.26875","0.184375"
"92","no-visualization","1000","100","604","3.488","2.523","2.006622516556291","3.627483443708609","0.604","0.321","0.425","0.283","0.179"
"105","no-visualization","340","100","200","3.5205882352941176","2.6","2.04","3.67","0.5882352941176471","0.3264705882352941","0.4","0.26176470588235295","0.18823529411764706"
"106","no-visualization","360","100","232","3.525","2.438888888888889","1.9612068965517242","3.7413793103448274","0.6444444444444445","0.3611111111111111","0.4861111111111111","0.2833333333333333","0.15833333333333333"
"107","no-visualization","380","100","229","3.568421052631579","2.518421052631579","2.013100436681223","3.816593886462882","0.6026315789473684","0.33157894736842103","0.42105263157894735","0.2710526315789474","0.18157894736842106"
"108","no-visualization","400","100","246","3.49","2.53","2.0284552845528454","3.7357723577235773","0.615","0.3375","0.425","0.2775","0.19"
"109","no-visualization","420","100","260","3.5976190476190477","2.4976190476190476","1.9653846153846153","3.876923076923077","0.6190476190476191","0.3761904761904762","0.44761904761904764","0.24285714285714285","0.17142857142857143"
"110","no-visualization","440","100","286","3.4136363636363636","2.3886363636363637","1.972027972027972","3.664335664335664","0.65","0.34545454545454546","0.4727272727272727","0.30454545454545456","0.17727272727272728"
"111","no-visualization","460","100","290","3.5934782608695652","2.4717391304347824","1.9379310344827587","3.779310344827586","0.6304347826086957","0.3673913043478261","0.46956521739130436","0.26304347826086955","0.1608695652173913"
"113","no-visualization","500","100","319","3.564","2.58","2.0815047021943576","3.877742946708464","0.638","0.382","0.432","0.256","0.206"
"112","no-visualization","480","100","308","3.60625","2.49375","2.0032467532467533","3.8214285714285716","0.6416666666666667","0.3770833333333333","0.4479166666666667","0.26458333333333334","0.19375"
"114","no-visualization","520","100","330","3.4423076923076925","2.4384615384615387","1.9575757575757575","3.606060606060606","0.6346153846153846","0.32884615384615384","0.4673076923076923","0.3057692307692308","0.1673076923076923"
"115","no-visualization","540","100","311","3.5944444444444446","2.562962962962963","1.9871382636655948","3.87459807073955","0.575925925925926","0.3425925925925926","0.40185185185185185","0.23333333333333334","0.17407407407407408"
"116","no-visualization","560","100","346","3.4803571428571427","2.4982142857142855","1.9797687861271676","3.8583815028901736","0.6178571428571429","0.3732142857142857","0.44107142857142856","0.24464285714285713","0.1767857142857143"
"117","no-visualization","580","100","356","3.579310344827586","2.5224137931034485","2.0112359550561796","3.9101123595505616","0.6137931034482759","0.3689655172413793","0.4379310344827586","0.24482758620689654","0.17586206896551723"
"118","no-visualization","600","100","376","3.4283333333333332","2.455","1.9547872340425532","3.7127659574468086","0.6266666666666667","0.3516666666666667","0.45","0.275","0.17666666666666667"
"119","no-visualization","620","100","370","3.5483870967741935","2.5306451612903227","1.9972972972972973","3.745945945945946","0.5967741935483871","0.34838709677419355","0.4161290322580645","0.24838709677419354","0.18064516129032257"
"120","no-visualization","640","100","397","3.5375","2.4828125","1.9722921914357683","3.748110831234257","0.6203125","0.340625","0.4375","0.2796875","0.1828125"
"121","no-visualization","660","100","393","3.443939393939394","2.5939393939393938","2.0865139949109417","3.7099236641221376","0.5954545454545455","0.34393939393939393","0.4","0.2515151515151515","0.19545454545454546"
"122","no-visualization","680","100","417","3.5808823529411766","2.5441176470588234","2.0431654676258995","3.870503597122302","0.6132352941176471","0.36617647058823527","0.4102941176470588","0.24705882352941178","0.20294117647058824"
"123","no-visualization","700","100","445","3.447142857142857","2.4971428571428573","2.0089887640449438","3.6337078651685393","0.6357142857142857","0.33714285714285713","0.44571428571428573","0.2985714285714286","0.19"
"124","no-visualization","720","100","434","3.522222222222222","2.5236111111111112","2.0506912442396312","3.7857142857142856","0.6027777777777777","0.34444444444444444","0.4125","0.25833333333333336","0.19027777777777777"
"125","no-visualization","740","100","442","3.422972972972973","2.4783783783783786","1.9276018099547512","3.671945701357466","0.5972972972972973","0.32432432432432434","0.43513513513513513","0.27297297297297296","0.16216216216216217"
"126","no-visualization","760","100","463","3.626315789473684","2.530263157894737","2.0431965442764577","3.8099352051835855","0.6092105263157894","0.34868421052631576","0.41842105263157897","0.26052631578947366","0.19078947368421054"
"127","no-visualization","780","100","501","3.4846153846153847","2.4128205128205127","1.8962075848303392","3.7604790419161676","0.6423076923076924","0.3641025641025641","0.4935897435897436","0.2782051282051282","0.14871794871794872"
"128","no-visualization","800","100","490","3.46","2.4525","1.9326530612244899","3.6612244897959183","0.6125","0.3225","0.46125","0.29","0.15125"
"129","no-visualization","820","100","472","3.5304878048780486","2.520731707317073","1.9004237288135593","3.7521186440677967","0.5756097560975609","0.32439024390243903","0.4292682926829268","0.25121951219512195","0.14634146341463414"
"130","no-visualization","840","100","534","3.4761904761904763","2.441666666666667","1.9288389513108615","3.7134831460674156","0.6357142857142857","0.3595238095238095","0.4726190476190476","0.2761904761904762","0.1630952380952381"
"131","no-visualization","860","100","520","3.4034883720930234","2.4453488372093024","1.8692307692307693","3.673076923076923","0.6046511627906976","0.32209302325581396","0.46162790697674416","0.28255813953488373","0.14302325581395348"
"132","no-visualization","880","100","523","3.459090909090909","2.5295454545454548","1.9732313575525813","3.7170172084130018","0.5943181818181819","0.3261363636363636","0.42954545454545456","0.2681818181818182","0.16477272727272727"
"139","no-visualization","100","100","64","3.61","2.37","1.984375","3.625","0.64","0.37","0.43","0.27","0.21"
"133","no-visualization","900","100","545","3.55","2.491111111111111","1.9743119266055047","3.8036697247706424","0.6055555555555555","0.34","0.4388888888888889","0.26555555555555554","0.16666666666666666"
"134","no-visualization","920","100","574","3.5771739130434783","2.467391304347826","1.9843205574912892","3.8066202090592336","0.6239130434782608","0.35108695652173916","0.4467391304347826","0.2728260869565217","0.17717391304347826"
"140","no-visualization","120","100","79","3.558333333333333","2.5166666666666666","1.9873417721518987","3.9240506329113924","0.6583333333333333","0.4166666666666667","0.475","0.24166666666666667","0.18333333333333332"
"141","no-visualization","140","100","97","3.4285714285714284","2.4571428571428573","2.134020618556701","3.7010309278350517","0.6928571428571428","0.40714285714285714","0.44285714285714284","0.2857142857142857","0.25"
"142","no-visualization","160","100","108","3.6","2.4875","2.0555555555555554","3.861111111111111","0.675","0.38125","0.45625","0.29375","0.21875"
"135","no-visualization","940","100","570","3.502127659574468","2.4957446808510637","1.9508771929824562","3.7228070175438597","0.6063829787234043","0.3148936170212766","0.4425531914893617","0.29148936170212764","0.16382978723404254"
"136","no-visualization","960","100","577","3.564583333333333","2.5166666666666666","2.001733102253033","3.7157712305026","0.6010416666666667","0.32916666666666666","0.425","0.271875","0.17604166666666668"
"143","no-visualization","180","100","125","3.55","2.3944444444444444","2.024","3.824","0.6944444444444444","0.40555555555555556","0.48333333333333334","0.28888888888888886","0.2111111111111111"
"144","no-visualization","200","100","123","3.465","2.48","1.9593495934959348","3.926829268292683","0.615","0.36","0.44","0.255","0.175"
"145","no-visualization","220","100","133","3.4318181818181817","2.4545454545454546","1.849624060150376","3.7293233082706765","0.6045454545454545","0.33636363636363636","0.45454545454545453","0.2681818181818182","0.15"
"146","no-visualization","240","100","161","3.4166666666666665","2.375","1.9627329192546583","3.7763975155279503","0.6708333333333333","0.375","0.5","0.29583333333333334","0.17083333333333334"
"137","no-visualization","980","100","593","3.3918367346938774","2.510204081632653","1.9629005059021922","3.5919055649241147","0.6051020408163266","0.32142857142857145","0.4418367346938776","0.2836734693877551","0.16326530612244897"
"147","no-visualization","260","100","178","3.453846153846154","2.3807692307692307","1.9438202247191012","3.6123595505617976","0.6846153846153846","0.3384615384615385","0.5115384615384615","0.34615384615384615","0.17307692307692307"
"148","no-visualization","280","100","182","3.442857142857143","2.5428571428571427","2.10989010989011","3.8241758241758244","0.65","0.37857142857142856","0.43214285714285716","0.2714285714285714","0.21785714285714286"
"138","no-visualization","1000","100","599","3.526","2.531","1.9716193656093488","3.7412353923205344","0.599","0.337","0.442","0.262","0.157"
"149","no-visualization","300","100","184","3.48","2.5","2.0380434782608696","3.9293478260869565","0.6133333333333333","0.36","0.4166666666666667","0.25333333333333335","0.19666666666666666"
"150","no-visualization","320","100","204","3.4875","2.525","2.053921568627451","3.764705882352941","0.6375","0.35","0.453125","0.2875","0.184375"
"151","no-visualization","340","100","219","3.476470588235294","2.5588235294117645","2.136986301369863","3.7945205479452055","0.6441176470588236","0.38823529411764707","0.40588235294117647","0.25588235294117645","0.23823529411764705"
"152","no-visualization","360","100","224","3.486111111111111","2.513888888888889","2.0089285714285716","3.8705357142857144","0.6222222222222222","0.3861111111111111","0.43333333333333335","0.2361111111111111","0.18888888888888888"
"154","no-visualization","400","100","249","3.37","2.48","1.9437751004016064","3.5421686746987953","0.6225","0.32","0.45","0.3025","0.1725"
