[run number],visualization,initial-population,[step],count turtles,mean-of-vision,mean-of-metabolism,mean [metabolism] of turtles,mean [vision] of turtles,(count turtles) / (initial-population),(count good_vision_turtles) / (initial-population),(count good_metabolism_turtles) / (initial-population),(count bad_vision_turtles) / (initial-population),(count bad_metabolism_turtles) / (initial-population)
848,no-visualization,940,100,415,3.532978723,2.50212766,1.481927711,3.590361446,0.441489362,0.235106383,0.441489362,0.206382979,0
849,no-visualization,940,100,417,3.476595745,2.484042553,1.460431655,3.553956835,0.443617021,0.230851064,0.443617021,0.212765957,0
851,no-visualization,940,100,402,3.456382979,2.54787234,1.490049751,3.60199005,0.427659574,0.222340426,0.427659574,0.205319149,0
850,no-visualization,940,100,410,3.49893617,2.513829787,1.46097561,3.507317073,0.436170213,0.219148936,0.436170213,0.217021277,0
852,no-visualization,940,100,434,3.39787234,2.474468085,1.49078341,3.546082949,0.461702128,0.239361702,0.461702128,0.222340426,0
853,no-visualization,940,100,403,3.519148936,2.481914894,1.434243176,3.570719603,0.428723404,0.213829787,0.427659574,0.214893617,0.00106383
854,no-visualization,940,100,412,3.517021277,2.491489362,1.473300971,3.665048544,0.438297872,0.237234043,0.438297872,0.20106383,0
855,no-visualization,940,100,400,3.503191489,2.522340426,1.44,3.6725,0.425531915,0.235106383,0.425531915,0.190425532,0
856,no-visualization,940,100,418,3.472340426,2.453191489,1.444976077,3.574162679,0.444680851,0.232978723,0.444680851,0.211702128,0
857,no-visualization,940,100,387,3.444680851,2.519148936,1.42377261,3.609819121,0.411702128,0.217021277,0.411702128,0.194680851,0
858,no-visualization,940,100,413,3.427659574,2.494680851,1.443099274,3.571428571,0.439361702,0.223404255,0.439361702,0.215957447,0
859,no-visualization,940,100,404,3.522340426,2.50212766,1.396039604,3.675742574,0.429787234,0.235106383,0.429787234,0.194680851,0
860,no-visualization,940,100,418,3.511702128,2.446808511,1.421052632,3.732057416,0.444680851,0.255319149,0.444680851,0.189361702,0
861,no-visualization,960,100,442,3.507291667,2.465625,1.452488688,3.520361991,0.460416667,0.2375,0.460416667,0.222916667,0
862,no-visualization,960,100,416,3.5375,2.509375,1.475961538,3.737980769,0.433333333,0.25,0.433333333,0.183333333,0
863,no-visualization,960,100,399,3.430208333,2.55625,1.488721805,3.49122807,0.415625,0.213541667,0.414583333,0.202083333,0.001041667
864,no-visualization,960,100,425,3.591666667,2.489583333,1.44,3.727058824,0.442708333,0.245833333,0.442708333,0.196875,0
865,no-visualization,960,100,407,3.451041667,2.5125,1.427518428,3.678132678,0.423958333,0.220833333,0.423958333,0.203125,0
866,no-visualization,960,100,431,3.559375,2.48125,1.440835267,3.638051044,0.448958333,0.233333333,0.448958333,0.215625,0
867,no-visualization,960,100,429,3.479166667,2.494791667,1.477855478,3.664335664,0.446875,0.234375,0.446875,0.2125,0
869,no-visualization,960,100,396,3.395833333,2.561458333,1.484848485,3.439393939,0.4125,0.196875,0.4125,0.215625,0
871,no-visualization,960,100,403,3.532291667,2.554166667,1.46898263,3.687344913,0.419791667,0.232291667,0.419791667,0.1875,0
870,no-visualization,960,100,435,3.51875,2.475,1.455172414,3.714942529,0.453125,0.25625,0.453125,0.196875,0
868,no-visualization,960,100,432,3.534375,2.465625,1.449074074,3.768518519,0.45,0.253125,0.45,0.196875,0
872,no-visualization,960,100,403,3.4125,2.526041667,1.461538462,3.543424318,0.419791667,0.207291667,0.419791667,0.2125,0
873,no-visualization,960,100,417,3.508333333,2.535416667,1.467625899,3.709832134,0.434375,0.239583333,0.433333333,0.194791667,0.001041667
874,no-visualization,960,100,428,3.486458333,2.51875,1.495327103,3.546728972,0.445833333,0.228125,0.445833333,0.217708333,0
875,no-visualization,960,100,429,3.594791667,2.4875,1.442890443,3.741258741,0.446875,0.257291667,0.446875,0.189583333,0
876,no-visualization,960,100,430,3.4125,2.502083333,1.448837209,3.5,0.447916667,0.227083333,0.447916667,0.220833333,0
878,no-visualization,960,100,390,3.430208333,2.557291667,1.453846154,3.464102564,0.40625,0.196875,0.402083333,0.209375,0.004166667
877,no-visualization,960,100,435,3.510416667,2.4625,1.457471264,3.563218391,0.453125,0.2375,0.453125,0.215625,0
879,no-visualization,960,100,405,3.467708333,2.53125,1.486419753,3.550617284,0.421875,0.2125,0.421875,0.209375,0
880,no-visualization,960,100,424,3.509375,2.488541667,1.424528302,3.698113208,0.441666667,0.247916667,0.441666667,0.19375,0
881,no-visualization,980,100,427,3.484693878,2.453061224,1.407494145,3.587822014,0.435714286,0.226530612,0.435714286,0.209183673,0
882,no-visualization,980,100,416,3.545918367,2.534693878,1.449519231,3.65625,0.424489796,0.233673469,0.424489796,0.190816327,0
884,no-visualization,980,100,408,3.518367347,2.582653061,1.512254902,3.651960784,0.416326531,0.225510204,0.416326531,0.190816327,0
883,no-visualization,980,100,419,3.421428571,2.525510204,1.496420048,3.625298329,0.42755102,0.226530612,0.42755102,0.201020408,0
885,no-visualization,980,100,445,3.492857143,2.482653061,1.453932584,3.570786517,0.454081633,0.239795918,0.454081633,0.214285714,0
886,no-visualization,980,100,443,3.574489796,2.481632653,1.485327314,3.600451467,0.452040816,0.236734694,0.452040816,0.215306122,0
887,no-visualization,980,100,438,3.380612245,2.471428571,1.452054795,3.447488584,0.446938776,0.221428571,0.446938776,0.225510204,0
888,no-visualization,980,100,403,3.43877551,2.541836735,1.493796526,3.508684864,0.41122449,0.210204082,0.41122449,0.201020408,0
889,no-visualization,980,100,431,3.431632653,2.492857143,1.452436195,3.542923434,0.439795918,0.22244898,0.439795918,0.217346939,0
890,no-visualization,980,100,436,3.568367347,2.470408163,1.449541284,3.676605505,0.444897959,0.25,0.444897959,0.194897959,0
891,no-visualization,980,100,405,3.433673469,2.595918367,1.486419753,3.360493827,0.413265306,0.192857143,0.413265306,0.220408163,0
892,no-visualization,980,100,458,3.490816327,2.446938776,1.480349345,3.602620087,0.467346939,0.251020408,0.467346939,0.216326531,0
893,no-visualization,980,100,435,3.442857143,2.486734694,1.436781609,3.64137931,0.443877551,0.243877551,0.443877551,0.2,0
894,no-visualization,980,100,420,3.502040816,2.52244898,1.44047619,3.60952381,0.428571429,0.22244898,0.428571429,0.206122449,0
895,no-visualization,980,100,420,3.420408163,2.514285714,1.447619048,3.514285714,0.428571429,0.215306122,0.428571429,0.213265306,0
897,no-visualization,980,100,419,3.559183673,2.509183673,1.491646778,3.625298329,0.42755102,0.22755102,0.42755102,0.2,0
896,no-visualization,980,100,443,3.508163265,2.448979592,1.455981941,3.591422122,0.452040816,0.241836735,0.452040816,0.210204082,0
898,no-visualization,980,100,409,3.401020408,2.496938776,1.437652812,3.635696822,0.417346939,0.22755102,0.417346939,0.189795918,0
899,no-visualization,980,100,447,3.575510204,2.502040816,1.440715884,3.505592841,0.456122449,0.223469388,0.456122449,0.232653061,0
900,no-visualization,980,100,436,3.47244898,2.526530612,1.481651376,3.46559633,0.444897959,0.212244898,0.444897959,0.232653061,0
902,no-visualization,1000,100,434,3.49,2.506,1.447004608,3.718894009,0.434,0.248,0.434,0.186,0
901,no-visualization,1000,100,466,3.576,2.481,1.480686695,3.766094421,0.466,0.268,0.466,0.198,0
903,no-visualization,1000,100,445,3.508,2.478,1.476404494,3.606741573,0.445,0.237,0.445,0.208,0
904,no-visualization,1000,100,463,3.54,2.464,1.496760259,3.669546436,0.463,0.259,0.463,0.204,0
905,no-visualization,1000,100,439,3.599,2.524,1.496583144,3.845102506,0.439,0.254,0.439,0.185,0
906,no-visualization,1000,100,452,3.558,2.482,1.46460177,3.745575221,0.452,0.258,0.452,0.194,0
907,no-visualization,1000,100,456,3.52,2.451,1.471491228,3.666666667,0.456,0.245,0.456,0.211,0
909,no-visualization,1000,100,412,3.491,2.516,1.453883495,3.689320388,0.412,0.228,0.412,0.184,0
908,no-visualization,1000,100,458,3.447,2.478,1.451965066,3.57860262,0.458,0.238,0.458,0.22,0
910,no-visualization,1000,100,450,3.459,2.489,1.451111111,3.511111111,0.45,0.226,0.45,0.224,0
911,no-visualization,1000,100,447,3.526,2.482,1.456375839,3.706935123,0.447,0.245,0.447,0.202,0
912,no-visualization,1000,100,447,3.483,2.466,1.44966443,3.606263982,0.447,0.233,0.447,0.214,0
913,no-visualization,1000,100,433,3.498,2.54,1.468822171,3.618937644,0.433,0.228,0.433,0.205,0
914,no-visualization,1000,100,459,3.548,2.474,1.45751634,3.68627451,0.459,0.249,0.459,0.21,0
915,no-visualization,1000,100,467,3.482,2.43,1.443254818,3.627408994,0.467,0.249,0.467,0.218,0
916,no-visualization,1000,100,408,3.591,2.555,1.443627451,3.757352941,0.408,0.232,0.408,0.176,0
917,no-visualization,1000,100,438,3.544,2.493,1.511415525,3.662100457,0.438,0.235,0.438,0.203,0
918,no-visualization,1000,100,435,3.508,2.483,1.48045977,3.71954023,0.435,0.24,0.435,0.195,0
919,no-visualization,1000,100,433,3.531,2.57,1.512702079,3.711316397,0.433,0.243,0.433,0.19,0
920,no-visualization,1000,100,450,3.477,2.471,1.457777778,3.695555556,0.45,0.258,0.45,0.192,0
